Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
8/31/2017,32132,FL,Daytona Beach,Volusia,Edgewater,8928,1211,0.00165426,0.007487521,0.028887001,3000
8/31/2017,34987,FL,Port St. Lucie,Saint Lucie,Port Saint Lucie,8929,1649,0.009179927,0.008562691,0.043670886,3565
8/31/2017,66012,KS,Kansas City,Wyandotte,Bonner Springs,8930,1175,-0.006762468,-0.034511093,-0.014261745,3586
8/31/2017,48529,MI,Flint,Genesee,Burton,8931,626,0.004815409,0.006430868,-0.006349206,3099
8/31/2017,31201,GA,Macon,Bibb,Macon,8932,749,0.00672043,0.019047619,0.0135318,1441
8/31/2017,44632,OH,Canton,Stark,Hartville,8933,1194,-0.007481297,-0.005,-0.014851485,3354
8/31/2017,79849,TX,El Paso,El Paso,San Elizario,8934,876,-0.004545455,-0.013513514,-0.037362637,2214
8/31/2017,37186,TN,Nashville,Sumner,Westmoreland,8935,1043,0.017560976,0.020547945,-0.043996334,3918
8/31/2017,53572,WI,Madison,Dane,Mount Horeb,8936,1651,0.007321538,0.037060302,0.023558586,3574
8/31/2017,47424,IN,,Greene,Bloomfield,8937,862,0.015312132,0.034813926,0.022538553,2415
8/31/2017,7936,NJ,New York,Morris,East Hanover,8938,2860,0.009887006,0.023988543,-0.004524887,4283
8/31/2017,75650,TX,Marshall,Harrison,Hallsville,8939,1118,0.007207207,0.009025271,-0.163173653,2468
8/31/2017,21090,MD,Baltimore,Anne Arundel,Linthicum Heights,8940,1900,0.003697834,0.014957265,0.008492569,3805
8/31/2017,12061,NY,Albany,Rensselaer,Town of East Greenbush,8941,1590,0.003154574,0.019230769,0.031797534,2780
8/31/2017,83316,ID,Twin Falls,Twin Falls,Buhl,8942,1019,0.010912698,0.021042084,0.016966068,2912
8/31/2017,14031,NY,Buffalo,Erie,Clarence,8943,2062,-0.027817067,-0.05542831,0.008806262,3003
8/31/2017,32204,FL,Jacksonville,Duval,Jacksonville,8944,1126,0.006255585,0.018083183,0.053320861,2634
8/31/2017,35824,AL,Huntsville,Madison,Huntsville,8945,1290,0.002331002,0.011764706,-0.024943311,2153
8/31/2017,7452,NJ,New York,Bergen,Glen Rock,8946,2930,0.011042098,0.004456634,-0.008460237,3952
8/31/2017,78387,TX,Corpus Christi,San Patricio,Sinton,8947,1077,0.012218045,0.000929368,-0.048586572,2953
8/31/2017,1966,MA,Boston,Essex,Rockport,8948,2331,0.004741379,0.044354839,0.052370203,3485
8/31/2017,98446,WA,Seattle,Pierce,Summit,8949,1664,0.010321797,0.02970297,0.062579821,3564
8/31/2017,38004,TN,Memphis,Tipton,Atoka,8950,1291,-0.003088803,-0.016755522,-0.049337261,3748
8/31/2017,85501,AZ,Payson,Gila,Globe,8951,1091,0.011121409,0.028275212,0.052073288,3650
8/31/2017,1220,MA,Pittsfield,Berkshire,Town of Adams,8952,1104,-0.04,-0.093596059,-0.036649215,2718
8/31/2017,32134,FL,Ocala,Marion,Fort Mc Coy,8953,854,0.016666667,0.042735043,0.086513995,2475
8/31/2017,88063,NM,Las Cruces,Dona Ana,Sunland Park,8954,872,0,-0.018018018,-0.00456621,1574
8/31/2017,41472,KY,,Morgan,West Liberty,8955,840,-0.004739336,-0.010600707,0.030674847,705
8/31/2017,28207,NC,Charlotte,Mecklenburg,Charlotte,8956,3933,-0.005813953,-0.019935211,0.003060444,4221
8/31/2017,10970,NY,New York,Rockland,Mount Ivy,8957,2963,0.009196185,0.034205934,0.101077666,2524
8/31/2017,25560,WV,Huntington,Putnam,Scott Depot,8958,1202,-0.008250825,-0.010699588,-0.042993631,3267
8/31/2017,4938,ME,,Franklin,Town of Farmington,8959,1097,0.009199632,0.050766284,0.102512563,2568
8/31/2017,8083,NJ,Philadelphia,Camden,Somerdale,8960,1598,0.004399749,0.008838384,-0.009913259,3265
8/31/2017,27377,NC,,Guilford,Whitsett,8961,1102,0.014732965,0.034741784,0.036688617,3965
8/31/2017,75657,TX,,Marion,Jefferson,8962,1275,-0.007009346,-0.010093168,-0.053452116,2457
8/31/2017,44710,OH,Canton,Stark,Canton,8963,672,-0.001485884,0.007496252,-0.002967359,3539
8/31/2017,33182,FL,Miami-Fort Lauderdale,Miami-Dade,Tamiami,8964,2310,-0.000865052,0.002604167,0.015384615,4276
8/31/2017,11771,NY,New York,Nassau,Oyster Bay,8965,3561,-0.002521008,0.003946997,0.027409117,3394
8/31/2017,32736,FL,Orlando,Lake,Eustis,8966,1512,-0.001980198,-0.007222587,-0.002638522,3002
8/31/2017,49712,MI,,Charlevoix,Boyne City,8967,1099,0.014773777,0.019480519,-0.044347826,6364
8/31/2017,6480,CT,Hartford,Middlesex,Town of Portland,8968,1552,0.000644745,-0.004490058,-0.004490058,3620
8/31/2017,79835,TX,El Paso,El Paso,Canutillo,8969,938,-0.00212766,-0.006355932,-0.034979424,2192
8/31/2017,70812,LA,Baton Rouge,East Baton Rouge,Baton Rouge,8970,1103,-0.011648746,-0.046672429,0.065700483,2097
8/31/2017,99204,WA,Spokane,Spokane,Spokane,8971,1085,0.019736842,0.039272031,0.125518672,1941
8/31/2017,14905,NY,Elmira,Chemung,Town of Elmira,8972,1136,-0.018150389,-0.053333333,-0.02739726,3315
8/31/2017,6479,CT,Hartford,Hartford,Southington,8973,1547,0.005198181,-0.00896861,-0.05033763,3663
8/31/2017,21795,MD,Hagerstown,Washington,Williamsport,8974,1207,-0.010655738,-0.026612903,0.007512521,3292
8/31/2017,10589,NY,New York,Westchester,Somers,8975,2848,0.004940014,0.009213324,-0.012140132,4198
8/31/2017,77002,TX,Houston,Harris,Houston,8976,1580,-0.005037783,-0.016801493,-0.072225484,1678
8/31/2017,19350,PA,Philadelphia,Chester,New Garden Township,8977,2173,0.002306273,0.024516737,-0.002295684,3716
8/31/2017,70818,LA,Baton Rouge,East Baton Rouge,Baton Rouge,8978,1426,0.004933051,0.017118402,0.083586626,3647
8/31/2017,36079,AL,Troy,Pike,Troy,8979,1070,0.014218009,0.021967526,-0.043789097,1783
8/31/2017,45409,OH,Dayton,Montgomery,Kettering,8980,1171,0.004288165,0.010353753,0.001710864,2607
8/31/2017,29670,SC,Greenville,Anderson,Pendleton,8981,1061,0.01047619,0.035121951,0.055721393,3353
8/31/2017,75021,TX,Sherman,Grayson,Denison,8982,1035,0.001936108,0.018700787,0.078125,2829
8/31/2017,85123,AZ,Phoenix,Pinal,Casa Grande,8983,907,0.012276786,0.065804935,0.103406326,2365
8/31/2017,78408,TX,Corpus Christi,Nueces,Corpus Christi,8984,1026,0,-0.001945525,-0.075675676,2592
8/31/2017,90211,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Beverly Hills,8985,6183,0.003245173,0.009139873,0.062006183,2200
8/31/2017,84337,UT,Ogden,Box Elder,Tremonton,8986,1160,0.002592913,0.001727116,0.032947462,3542
8/31/2017,4841,ME,,Knox,Rockland,8987,1217,0,-0.008149959,0.034863946,2540
8/31/2017,98252,WA,Seattle,Snohomish,Granite Falls,8988,1661,0.008500304,0.022153846,0.082084691,2875
8/31/2017,78264,TX,San Antonio,Bexar,San Antonio,8989,1171,0.001710864,0.000854701,0.036283186,2409
8/31/2017,20712,MD,Washington,Prince Georges,Mount Rainier,8990,1999,0,-0.002992519,0.007052897,1285
8/31/2017,53205,WI,Milwaukee,Milwaukee,Milwaukee,8991,851,0.008293839,0.002355713,0.037804878,1921
8/31/2017,98418,WA,Seattle,Pierce,Tacoma,8992,1402,0.009359251,0.030124908,0.060514372,3738
8/31/2017,34211,FL,North Port-Sarasota-Bradenton,Manatee,Bradenton,8993,2251,0.005808758,0.02178847,0.029734675,2958
8/31/2017,32054,FL,,Union,Lake Butler,8994,1186,0.003384095,0.014542344,0.012809564,1329
8/31/2017,53527,WI,Madison,Dane,Town of Cottage Grove,8995,1555,-0.015199493,-0.022627278,-0.010184596,3622
8/31/2017,30607,GA,Athens,Clarke,Athens,8996,1119,-0.005333333,-0.007978723,0.04873477,3088
8/31/2017,52353,IA,Iowa City,Washington,Washington,8997,987,0.002030457,-0.013,-0.040816327,2786
8/31/2017,16441,PA,Erie,Erie,Waterford Township,8998,1059,0.009532888,0,-0.000943396,2414
8/31/2017,95304,CA,Stockton,San Joaquin,Tracy,8999,2656,0.004538578,0.01606733,0.039123631,2707
8/31/2017,79410,TX,Lubbock,Lubbock,Lubbock,9000,1153,0.007867133,0.013181019,0.0069869,3553
8/31/2017,77565,TX,Houston,Galveston,Kemah,9001,1946,0.000514139,0.004127967,0.020986359,2516
8/31/2017,1450,MA,Boston,Middlesex,Groton,9002,2437,0.002880658,0.005363036,-0.012160519,3701
8/31/2017,97351,OR,Salem,Polk,Independence,9003,1381,0.008765522,0.021449704,0.032137519,2180
8/31/2017,28103,NC,Charlotte,Union,Marshville,9004,1163,0.003451251,-0.017736486,-0.012733447,3601
8/31/2017,60422,IL,Chicago,Cook,Flossmoor,9005,1819,0.005527916,0.01393534,0.014500837,3949
8/31/2017,55445,MN,Minneapolis-St Paul,Hennepin,Brooklyn Park,9006,1588,0.002525253,0.012755102,0.070080863,4028
8/31/2017,92610,CA,Los Angeles-Long Beach-Anaheim,Orange,Lake Forest,9007,3117,0.003218539,0.016965742,0.024654832,3635
8/31/2017,78730,TX,Austin,Travis,Austin,9008,3333,-0.011272619,-0.019705882,0.00694864,3307
8/31/2017,98327,WA,Seattle,Pierce,Dupont,9009,1739,0.000575374,0.012223516,0.053939394,3309
8/31/2017,75645,TX,Longview,Upshur,Gilmer,9010,1313,-0.004548901,-0.015003751,-0.056752874,1133
8/31/2017,77807,TX,College Station,Brazos,Bryan,9011,1463,-0.008135593,-0.02919708,-0.016139879,2378
8/31/2017,85735,AZ,Tucson,Pima,Tucson,9012,1182,0.004248088,0.014592275,0.041409692,1328
8/31/2017,15131,PA,Pittsburgh,Allegheny,White Oak,9013,936,-0.005313496,-0.011615628,-0.038026721,3550
8/31/2017,80433,CO,Denver,Jefferson,Conifer,9014,2180,0.003683241,-0.001374256,-0.017575484,3633
8/31/2017,60514,IL,Chicago,Du Page,Clarendon Hills,9015,2378,-0.000840336,0.007627119,0.014072495,3554
8/31/2017,99156,WA,Spokane,Pend Oreille,Newport,9016,1323,0.0030326,0.006849315,0.055865922,2842
8/31/2017,92315,CA,Riverside,San Bernardino,Big Bear Lake,9017,1528,0.014608234,0.049450549,0.043715847,8896
8/31/2017,46803,IN,Fort Wayne,Allen,Fort Wayne,9018,570,0.005291005,0.028880866,-0.008695652,3289
8/31/2017,6482,CT,Stamford,Fairfield,Sandy Hook,9019,2177,0.001379945,0.00787037,-0.034161491,4275
8/31/2017,19021,PA,Philadelphia,Bucks,Croydon,9020,1470,-0.003389831,-0.001358696,0.019417476,3304
8/31/2017,1475,MA,Worcester,Worcester,Town of Winchendon,9021,1452,0.006934813,0.02037948,0.093373494,3312
8/31/2017,65559,MO,Rolla,Phelps,Saint James,9022,675,0.016566265,0.035276074,0.013513514,3471
8/31/2017,14522,NY,Rochester,Wayne,Town of Palmyra,9023,1326,0.001510574,-0.00896861,-0.032822757,2622
8/31/2017,7045,NJ,New York,Morris,Montville,9024,2925,0.005154639,0.011410788,0.018099548,4031
8/31/2017,18032,PA,Allentown,Lehigh,Catasauqua,9025,1281,0.003918495,0.012648221,0.033898305,3289
8/31/2017,15690,PA,Pittsburgh,Westmoreland,Vandergrift,9026,765,0.033783784,0.086647727,-0.014175258,3597
8/31/2017,54929,WI,,Waupaca,Clintonville,9027,921,-0.005399568,0.001086957,0.030201342,3091
8/31/2017,80549,CO,Fort Collins,Larimer,Wellington,9028,1670,0.003003003,0.018913972,-0.00417412,3374
8/31/2017,74434,OK,Muskogee,Muskogee,Fort Gibson,9029,889,-0.002244669,-0.004479283,-0.096544715,3239
8/31/2017,75570,TX,Texarkana,Bowie,New Boston,9030,862,-0.002314815,-0.052747253,-0.018223235,2424
8/31/2017,79124,TX,Amarillo,Potter,Amarillo,9031,2085,0.013612056,0.028106509,0.056231003,2931
8/31/2017,67230,KS,Wichita,Sedgwick,Wichita,9032,1872,-0.01369863,-0.034553894,-0.055499495,4291
8/31/2017,5753,VT,,Addison,Town of Middlebury,9033,1665,-0.015375517,-0.041450777,0.012773723,2882
8/31/2017,19807,DE,Philadelphia,New Castle,Wilmington,9034,4063,-0.002210216,-0.009990253,-0.028455285,2754
8/31/2017,19060,PA,Philadelphia,Delaware,Garnet Valley,9035,2465,0.001625356,0.024096386,-0.006849315,4129
8/31/2017,86429,AZ,Lake Havasu City,Mohave,Bullhead City,9036,1245,0.0089141,0.015497553,-0.010333863,3346
8/31/2017,89519,NV,Reno,Washoe,Reno,9037,2308,0.023049645,0.068518519,0.071494893,4136
8/31/2017,3249,NH,Laconia,Belknap,Gilford,9038,1318,0.005339436,0.002281369,-0.006782216,5398
8/31/2017,6379,CT,New London,New London,Town of Stonington,9039,1572,0.015503876,0.026109661,0.010282776,2972
8/31/2017,18848,PA,Sayre,Bradford,Towanda Township,9040,1106,0.004541326,-0.000903342,0.008204193,3171
8/31/2017,44703,OH,Canton,Stark,Canton,9041,628,0.008025682,0.009646302,-0.011023622,2972
8/31/2017,76657,TX,Waco,McLennan,Mc Gregor,9042,1280,0.009463722,0.015067407,-0.043348281,3312
8/31/2017,65737,MO,Branson,Taney,Branson,9043,900,0,-0.006622517,-0.027027027,1969
8/31/2017,33973,FL,Fort Myers,Lee,Lehigh Acres,9044,1153,0.011403509,0.022163121,0.01051709,2850
8/31/2017,5819,VT,,Caledonia,St Johnsbury,9045,1418,-0.000704722,0.035792549,0.119179163,2808
8/31/2017,67147,KS,Wichita,Sedgwick,Valley Center,9046,1169,-0.01183432,-0.020117351,-0.026644463,3340
8/31/2017,95326,CA,Modesto,Stanislaus,Hughson,9047,1570,0.008997429,0.034937376,0.078296703,1888
8/31/2017,29006,SC,Columbia,Lexington,Batesburg-Leesville,9048,869,0.002306805,0.019953052,0.012820513,3431
8/31/2017,45225,OH,Cincinnati,Hamilton,Cincinnati,9049,836,0.004807692,0.015795869,0.063613232,1262
8/31/2017,6710,CT,New Haven,New Haven,Waterbury,9050,1243,-0.0056,-0.010350318,0.006477733,2044
8/31/2017,3235,NH,Concord,Merrimack,Franklin,9051,1188,0.012787724,0.046696035,0.013651877,2915
8/31/2017,7657,NJ,New York,Bergen,Ridgefield,9052,2358,0.012017167,0.010282776,-0.018726592,2604
8/31/2017,70512,LA,Opelousas,Saint Landry,Arnaudville,9053,1161,-0.00257732,0.000862069,-0.029264214,2172
8/31/2017,49544,MI,Grand Rapids,Kent,Walker,9054,1406,0.0129683,0.043026706,0.039940828,2387
8/31/2017,60041,IL,Chicago,Lake,Long Lake,9055,1435,0.001395673,-0.000696379,-0.006232687,3800
8/31/2017,61525,IL,Peoria,Peoria,Dunlap,9056,1862,-0.01010101,-0.046594982,-0.052899288,3550
8/31/2017,51105,IA,Sioux City,Woodbury,Sioux City,9057,761,-0.012970169,-0.018064516,0.017379679,2456
8/31/2017,45214,OH,Cincinnati,Hamilton,Cincinnati,9058,887,0.004530011,0.01836969,0.117128463,1953
8/31/2017,8889,NJ,New York,Hunterdon,Readington,9059,2455,0.011953833,0.026767043,0.016984258,3768
8/31/2017,6907,CT,Stamford,Fairfield,Stamford,9060,2641,0.00418251,0.009170806,0.030835285,3367
8/31/2017,83669,ID,Boise City,Ada,Star,9061,1394,0.013081395,0.027266028,0.039522744,3170
8/31/2017,2061,MA,Boston,Plymouth,Norwell,9062,2901,0.01540077,0.051849166,0.058372857,3592
8/31/2017,98402,WA,Seattle,Pierce,Tacoma,9063,1490,0.006756757,0.02124743,0.052259887,1511
8/31/2017,32095,FL,Jacksonville,Saint Johns,Saint Augustine,9064,1842,0.002721829,0.005458515,-0.028481013,3053
8/31/2017,73080,OK,Oklahoma City,McClain,Purcell,9065,1005,0.006006006,0.021341463,0.04253112,3048
8/31/2017,17851,PA,Sunbury,Northumberland,Mount Carmel,9066,844,0.00118624,-0.017462165,-0.090517241,4396
8/31/2017,46072,IN,,Tipton,Tipton,9067,1001,0.009072581,0.03516029,0.027720739,2741
8/31/2017,74132,OK,Tulsa,Tulsa,Tulsa,9068,1192,-0.001675042,-0.003344482,-0.020542317,2877
8/31/2017,56716,MN,Grand Forks,Polk,Crookston,9069,1114,-0.000896861,0.010889292,-0.051914894,2790
8/31/2017,92320,CA,Riverside,Riverside,Calimesa,9070,1697,0.007121662,0.017996401,0.025377644,2014
8/31/2017,72730,AR,Fayetteville,Washington,Farmington,9071,1202,0.005857741,0.002502085,-0.00661157,2650
8/31/2017,65453,MO,,Crawford,Cuba,9072,812,0.012468828,0.01754386,0.007444169,2252
8/31/2017,78231,TX,San Antonio,Bexar,San Antonio,9073,1942,0.001030928,0.005175983,0.016221873,2967
8/31/2017,44662,OH,Canton,Stark,Navarre,9074,928,0.008695652,0.01420765,-0.033333333,2869
8/31/2017,42748,KY,Elizabethtown,Larue,Hodgenville,9075,869,0.005787037,0.015186916,0.00812065,1889
8/31/2017,17963,PA,Pottsville,Schuylkill,Pine Grove Township,9076,920,-0.010752688,-0.094488189,-0.14893617,3302
8/31/2017,85355,AZ,Phoenix,Maricopa,Glendale,9077,1594,0.001256281,0.001256281,0.050065876,3636
8/31/2017,81052,CO,,Prowers,Lamar,9078,1014,0.009960159,0.018072289,0.024242424,2140
8/31/2017,78576,TX,McAllen,Hidalgo,Penitas,9079,971,-0.01621074,-0.021169355,0.057734205,1919
8/31/2017,8823,NJ,New York,Somerset,Franklin Township,9080,1936,-0.001031992,-0.002061856,0.005714286,3933
8/31/2017,14059,NY,Buffalo,Erie,Elma,9081,1509,-0.007889546,0,0.152788388,3494
8/31/2017,24171,VA,,Patrick,Stuart,9082,1003,0.009054326,0.010070493,-0.067843866,2443
8/31/2017,62056,IL,,Montgomery,Litchfield,9083,936,-0.001067236,-0.006369427,-0.090379009,3268
8/31/2017,78016,TX,San Antonio,Medina,Devine,9084,1186,-0.002523129,0,-0.014131338,2201
8/31/2017,23970,VA,,Mecklenburg,South Hill,9085,1167,0.007772021,0.023684211,-0.026688907,1744
8/31/2017,57107,SD,Sioux Falls,Minnehaha,Sioux Falls,9086,1225,-0.000815661,0.013234078,0.029411765,2228
8/31/2017,12549,NY,New York,Orange,Town of Montgomery,9087,1939,-0.004108885,-0.012729124,0.067143643,3144
8/31/2017,1952,MA,Boston,Essex,Town of Salisbury,9088,2037,0.015453639,0.04515136,0.030349014,3414
8/31/2017,61874,IL,Champaign-Urbana,Champaign,Savoy,9089,1450,0.006245663,0.009046625,0.171243942,2089
8/31/2017,39455,MS,Hattiesburg,Lamar,Lumberton,9090,940,0.009667025,-0.006342495,-0.052419355,2499
8/31/2017,28694,NC,,Ashe,West Jefferson,9091,1173,0.007731959,0.020887728,0.028045574,2635
8/31/2017,31064,GA,Atlanta,Jasper,Monticello,9092,1022,0.005905512,0.012884044,0.016915423,2918
8/31/2017,64129,MO,Kansas City,Jackson,Kansas City,9093,838,0.003592814,0.004796163,0.032019704,2947
8/31/2017,2916,RI,Providence,Providence,East Providence,9094,1637,-0.005467801,-0.012070006,0.00987045,2935
8/31/2017,80007,CO,Denver,Jefferson,Arvada,9095,2754,0.008421824,0.00621118,0.005476451,3735
8/31/2017,39202,MS,Jackson,Hinds,Jackson,9096,1033,-0.011483254,-0.009587728,-0.029135338,2494
8/31/2017,83712,ID,Boise City,Ada,Boise,9097,1892,0.011764706,0.034445052,0.157186544,3241
8/31/2017,30025,GA,Atlanta,Walton,Social Circle,9098,1212,0.003311258,0.004142502,0.031489362,3300
8/31/2017,62258,IL,St. Louis,Saint Clair,Mascoutah,9099,1101,0.003646308,0.005479452,-0.021333333,3227
8/31/2017,47448,IN,Indianapolis,Brown,Nashville,9100,1169,0,-0.000854701,0.005159071,4025
8/31/2017,29067,SC,Charlotte,Lancaster,Kershaw,9101,946,0.011764706,0.046460177,0.068926554,4483
8/31/2017,78202,TX,San Antonio,Bexar,San Antonio,9102,965,0.011530398,0.043243243,0.067477876,4119
8/31/2017,78368,TX,Corpus Christi,San Patricio,Mathis,9103,1050,0.015473888,0.012536162,0.007677543,3126
8/31/2017,63088,MO,St. Louis,Saint Louis,Valley Park,9104,1222,0.001639344,0.005761317,0.006589786,3190
8/31/2017,27301,NC,,Guilford,Greensboro,9105,1090,0.012070566,0.029272899,0.050096339,4691
8/31/2017,90077,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,9106,8858,-0.01127358,-0.033286042,0.001696257,4037
8/31/2017,95018,CA,Santa Cruz,Santa Cruz,Felton,9107,2766,0.008017493,0.03712036,0.09371293,2511
8/31/2017,20640,MD,Washington,Charles,Indian Head,9108,1585,-0.001260239,-0.011228946,-0.032946919,4174
8/31/2017,7417,NJ,New York,Bergen,Franklin Lakes,9109,4530,-0.011348756,-0.059385382,0.002878016,3600
8/31/2017,37190,TN,Nashville,Cannon,Woodbury,9110,1116,0.008130081,0.019178082,0.03142329,3195
8/31/2017,59330,MT,,Dawson,Glendive,9111,1032,0.0078125,0.01875617,0.069430052,2012
8/31/2017,30217,GA,Atlanta,Heard,Franklin,9112,920,0.009879254,0.029082774,0.002178649,3536
8/31/2017,75076,TX,Sherman,Grayson,Pottsboro,9113,1201,-0.014766202,-0.017988553,0.001668057,3771
8/31/2017,28320,NC,,Bladen,Bladenboro,9114,752,0.002666667,0.005347594,-0.030927835,2386
8/31/2017,13617,NY,Ogdensburg,Saint Lawrence,Town of Canton,9115,1340,-0.004457652,0.020563595,-0.075862069,2157
8/31/2017,46819,IN,Fort Wayne,Allen,Fort Wayne,9116,972,0.014613779,0.06345733,0.046286329,2808
8/31/2017,44047,OH,Ashtabula,Ashtabula,Jefferson,9117,1031,0.000970874,0.011776251,-0.007699711,2650
8/31/2017,29541,SC,Florence,Florence,Florence,9118,1091,0.005529954,0.024413146,0.067514677,2350
8/31/2017,13224,NY,Syracuse,Onondaga,Syracuse,9119,1489,-0.000671141,-0.006008011,-0.000671141,2812
8/31/2017,1460,MA,Boston,Middlesex,Littleton,9120,2446,0.004517454,0.000408998,-0.00122499,3261
8/31/2017,8758,NJ,New York,Ocean,Ocean Township,9121,1846,0,-0.003239741,0.022148394,3954
8/31/2017,97537,OR,Medford,Jackson,Rogue River,9122,1386,-0.002159827,-0.000720981,0.083659109,908
8/31/2017,60012,IL,Chicago,McHenry,Crystal Lake,9123,2088,0.008208595,0.014577259,-0.016486105,3756
8/31/2017,30536,GA,,Gilmer,Ellijay,9124,1322,0.010703364,0.035238841,0.041765169,3671
8/31/2017,70775,LA,Baton Rouge,West Feliciana,Saint Francisville,9125,1423,-0.002803083,-0.009052925,0.006364922,1443
8/31/2017,20710,MD,Washington,Prince Georges,Bladensburg,9126,1793,0.010710259,0.029867892,0.046091015,1316
8/31/2017,95742,CA,Sacramento,Sacramento,Rancho Cordova,9127,2092,0.008678881,0.040278468,0.081136951,3576
8/31/2017,2460,MA,Boston,Middlesex,Newton,9128,2839,0.003180212,0.019389587,0.026020961,3079
8/31/2017,8722,NJ,New York,Ocean,Beachwood,9129,1667,-0.002393776,-0.004776119,0.007859734,3834
8/31/2017,48062,MI,Detroit,Macomb,Richmond,9130,1176,0.011177988,0.065217391,-0.006756757,3669
8/31/2017,43076,OH,Columbus,Fairfield,Thornville,9131,1166,-0.005967604,0.012152778,-0.038746908,2773
8/31/2017,63703,MO,Cape Girardeau,Cape Girardeau,Cape Girardeau,9132,757,-0.002635046,0.016107383,0.093930636,3168
8/31/2017,30755,GA,Dalton,Whitfield,Tunnel Hill,9133,981,0,0.004094166,0.059395248,3033
8/31/2017,27542,NC,Raleigh,Johnston,Kenly,9134,1090,0.005535055,0.018691589,0.04206501,2092
8/31/2017,34431,FL,Ocala,Marion,Dunnellon,9135,1020,-0.008746356,-0.001956947,0.061394381,3616
8/31/2017,69162,NE,,Cheyenne,Sidney,9136,1075,-0.002782931,-0.011948529,-0.047829938,2229
8/31/2017,32046,FL,Jacksonville,Nassau,Hilliard,9137,1274,0.008709422,0.015139442,0.007114625,1625
8/31/2017,97487,OR,Eugene,Lane,Veneta,9138,1374,0.003652301,0.021561338,0.068429238,1685
8/31/2017,42262,KY,Clarksville,Christian,Oak Grove,9139,783,-0.002547771,-0.002547771,0.003846154,2761
8/31/2017,44502,OH,Youngstown,Mahoning,Youngstown,9140,541,0.003710575,0.003710575,0.013108614,4482
8/31/2017,16866,PA,State College,Centre,Philipsburg,9141,1130,0.013452915,0.037649219,-0.002647838,2706
8/31/2017,60416,IL,Chicago,Grundy,Coal City,9142,1261,-0.004735596,-0.004735596,-0.047583082,3337
8/31/2017,53948,WI,,Juneau,Mauston,9143,940,-0.003181336,0.014023732,0.029572837,2893
8/31/2017,31730,GA,,Mitchell,Camilla,9144,852,0.002352941,-0.006993007,-0.113423517,1801
8/31/2017,21029,MD,Baltimore,Howard,Clarksville,9145,3289,0.002743902,0.009205278,-0.028073286,4313
8/31/2017,80640,CO,Denver,Adams,Commerce City,9146,1986,0.001512859,0.01171676,-0.001508296,3218
8/31/2017,18222,PA,Scranton,Luzerne,Butler Township,9147,1305,0.017940718,0.051571313,0.060113729,3751
8/31/2017,35652,AL,Florence,Lauderdale,Rogersville,9148,853,-0.00117096,0.003529412,-0.10021097,3265
8/31/2017,92276,CA,Riverside,Riverside,Thousand Palms,9149,1668,0.00968523,0.030265596,0.040548971,1314
8/31/2017,22172,VA,Washington,Prince William,Triangle,9150,1832,0.008810573,0.018343524,0.015521064,2749
8/31/2017,46506,IN,Plymouth,Marshall,Bremen,9151,1135,0.02160216,0.053853296,-0.009598604,3027
8/31/2017,27828,NC,Greenville,Pitt,Farmville,9152,843,0.001187648,0.005966587,0,3279
8/31/2017,14208,NY,Buffalo,Erie,Buffalo,9153,831,0.008495146,0.03358209,0.006053269,3078
8/31/2017,66086,KS,Kansas City,Leavenworth,Tonganoxie,9154,1329,-0.008208955,-0.028508772,-0.036258158,2858
8/31/2017,48915,MI,Lansing,Ingham,Lansing,9155,820,-0.006060606,-0.013237064,0.058064516,3423
8/31/2017,35068,AL,Birmingham,Jefferson,Fultondale,9156,1037,-0.003842459,-0.002884615,-0.003842459,2808
8/31/2017,49071,MI,Kalamazoo,Kalamazoo,Texas Township,9157,1259,-0.003955696,0.002388535,0.023577236,3605
8/31/2017,37877,TN,Morristown,Hamblen,Talbott,9158,1033,0.010763209,0.029910269,0.046605876,3800
8/31/2017,2762,MA,Boston,Norfolk,Plainville,9159,2286,-0.002182453,0.002631579,0.026032316,2644
8/31/2017,61282,IL,Davenport,Rock Island,Silvis,9160,839,-0.003562945,-0.001190476,0.023170732,2776
8/31/2017,43449,OH,Port Clinton,Ottawa,Oak Harbor,9161,1101,0,0.010091743,0.019444444,3382
8/31/2017,21793,MD,Washington,Frederick,Walkersville,9162,1709,0.001171646,-0.004659289,-0.004079254,3489
8/31/2017,37871,TN,Morristown,Jefferson,Strawberry Plains,9163,1041,0.010679612,0.038922156,0.068788501,3004
8/31/2017,99320,WA,Kennewick,Benton,Benton City,9164,1264,0.018533441,0.053333333,0.003971406,1336
8/31/2017,61065,IL,Rockford,Boone,Poplar Grove,9165,1356,0.008178439,0.027272727,-0.005865103,4015
8/31/2017,12983,NY,Malone,Franklin,Saranac Lake,9166,1669,0.004816376,0.003607937,-0.007728894,2532
8/31/2017,77094,TX,Houston,Harris,Houston,9167,2540,-0.005481597,-0.012825496,-0.084684685,3057
8/31/2017,99021,WA,Spokane,Spokane,Mead,9168,1485,0.003378378,0.018518519,0.060714286,2682
8/31/2017,33850,FL,Lakeland,Polk,Lake Alfred,9169,1090,0.008325624,0.027332705,0.036121673,1879
8/31/2017,85012,AZ,Phoenix,Maricopa,Phoenix,9170,1786,-0.003348214,-0.014348786,0.01534963,2522
